year,iso_o,iso_d,dist,lndist,trade_o,asean_FTA,contig,comlang_off,comcol,comrelig,gdp_o,gdp_d,rta,home,flow,asean,tariff,reporter_prevalence_score,partner_prevalence_score,international,concat
2021,KHM,USA,14215,9.562053024,4414284.1,0,0,0,0,0.000928,27000000,23000000000,0,0,4414284.1,0,13.0045,4.4,4.1,1,KHMUSA
2021,KHM,VNM,211,5.351858133,359195.66,1,1,0,1,0.000281,27000000,363000000,1,0,359195.66,1,10.6045,4.4,5,1,KHMVNM
2021,LAO,ARE,4938,8.50471567,8399.495,0,0,0,0,0.009528,18800000,41500000,0,0,8399.495,0,11.3158,3.2,3.4,1,LAOARE
2021,LAO,AUS,7600,8.935903526,6944.489,0,0,0,0,0.002858,18800000,1540000000,1,0,6944.489,0,7.23542,3.2,3.5,1,LAOAUS
2021,LAO,BRN,1971,7.586296307,4090,1,0,0,0,0.006698,18800000,14000000,1,0,4090,1,13.125,3.2,2.4,1,LAOBRN
2021,LAO,CHN,2402,7.784057003,1670443.6,0,1,0,0,0.00024,18800000,17700000000,1,0,1670443.6,0,8.20971,3.2,6.8,1,LAOCHN
2021,LAO,IDN,2715,7.906547232,2258.37,1,0,0,0,0.004652,18800000,1190000000,1,0,2258.37,1,8.72787,3.2,3,1,LAOIDN
2021,LAO,IND,2845,7.953318347,1259.791,1,0,0,0,0.001286,18800000,3170000000,1,0,1259.791,1,7.71818,3.2,4.9,1,LAOIND
2021,LAO,JPN,4142,8.328934042,93567.304,0,0,0,0,0.000066,18800000,4940000000,1,0,93567.304,0,7.76918,3.2,3.3,1,LAOJPN
2021,LAO,KHM,751,6.621405652,16827.095,0,1,0,1,0.00025,18800000,27000000,1,0,16827.095,0,8.21675,3.2,4.4,1,LAOKHM
2021,LAO,LAO,183,5.209486153,0,1,0,0,0,0.000168,18800000,18800000,0,1,0,1,0,0,0,0,LAOLAO
2021,LAO,MMR,697,6.546785411,1927.649,1,1,0,0,0.000496,18800000,65100000,1,0,1927.649,1,9.3,3.2,2.6,1,LAOMMR
2021,LAO,MYS,1643,7.404279118,14925.935,1,0,0,0,0.005192,18800000,373000000,1,0,14925.935,1,8.0519,3.2,2.4,1,LAOMYS
2021,LAO,PHL,1999,7.600402335,317.748,1,0,0,0,0.007234,18800000,394000000,1,0,317.748,1,8.47403,3.2,4,1,LAOPHL
2021,LAO,SGP,1850,7.522940918,14704.965,1,0,0,0,0.002168,18800000,397000000,1,0,14704.965,1,7.32564,3.2,2.6,1,LAOSGP
2021,LAO,THA,520,6.253828812,2392664.4,1,1,0,0,0.000426,18800000,506000000,1,0,2392664.4,1,8.48453,3.2,2.1,1,LAOTHA
2021,LAO,USA,13498,9.510296805,29487.914,0,0,0,0,0.003352,18800000,23000000000,0,0,29487.914,0,7.43747,3.2,4.1,1,LAOUSA
2021,LAO,VNM,911,6.814542897,1054899.7,1,1,0,1,0.000416,18800000,363000000,1,0,1054899.7,1,8.49003,3.2,5,1,LAOVNM
2021,MMR,ARE,4330,8.373322821,93689.418,0,0,0,1,0.034296,65100000,41500000,0,0,93689.418,0,7.15457,2.6,3.4,1,MMRARE
2021,MMR,AUS,7910,8.975883061,28020.016,0,0,0,0,0.010256,65100000,1540000000,1,0,28020.016,0,7.17165,2.6,3.5,1,MMRAUS
2021,MMR,BRN,2434,7.797291274,292.655,1,0,0,1,0.023752,65100000,14000000,1,0,292.655,1,5,2.6,2.4,1,MMRBRN
2021,MMR,CHN,3017,8.012018239,5753598.1,1,1,0,0,0.000864,65100000,17700000000,1,0,5753598.1,1,6.18059,2.6,6.8,1,MMRCHN
2021,MMR,IDN,2804,7.938802248,160027.6,1,0,0,0,0.017403,65100000,1190000000,1,0,160027.6,1,6.37955,2.6,3,1,MMRIDN
2021,MMR,IND,2342,7.758760544,635230.7,1,1,0,1,0.004645,65100000,3170000000,1,0,635230.7,1,4.78726,2.6,4.9,1,MMRIND
2021,MMR,JPN,4776,8.471358655,1435525.6,0,0,0,0,0.000342,65100000,4940000000,1,0,1435525.6,0,5.9514,2.6,3.3,1,MMRJPN
2021,MMR,KHM,1109,7.011213987,17070.021,1,0,0,0,0.000905,65100000,27000000,1,0,17070.021,1,9.84894,2.6,4.4,1,MMRKHM
2021,MMR,LAO,697,6.546785411,532.253,1,1,0,0,0.000496,65100000,18800000,1,0,532.253,1,8.3125,2.6,3.2,1,MMRLAO
2021,MMR,MMR,309,5.733341277,0,1,0,0,0,0.002401,65100000,65100000,0,1,0,1,0,0,0,0,MMRMMR
2021,MMR,MYS,1628,7.395107547,198246.23,1,0,0,1,0.018484,65100000,373000000,1,0,198246.23,1,6.05404,2.6,2.4,1,MMRMYS
2021,MMR,PHL,2670,7.889833751,124250.91,1,0,0,0,0.010333,65100000,394000000,1,0,124250.91,1,6.94174,2.6,4,1,MMRPHL
2021,MMR,SGP,1912,7.555905094,337356.57,1,0,0,1,0.007519,65100000,397000000,1,0,337356.57,1,6.40046,2.6,2.6,1,MMRSGP
2021,MMR,THA,580,6.363028104,3256793.3,1,1,0,0,0.001504,65100000,506000000,1,0,3256793.3,1,6.21276,2.6,2.1,1,MMRTHA
2021,MMR,USA,13556,9.514584533,835157.05,1,0,0,0,0.01694,65100000,23000000000,0,0,835157.05,1,5.4467,2.6,4.1,1,MMRUSA
2021,MMR,VNM,1319,7.184629153,230092.72,1,0,0,0,0.000775,65100000,363000000,1,0,230092.72,1,6.81747,2.6,5,1,MMRVNM
2021,MYS,ARE,5531,8.61812391,2684081.3,0,0,0,1,0.46896,373000000,41500000,0,0,2684081.3,0,5.25901,2.4,3.4,1,MYSARE
2021,MYS,AUS,6358,8.757469141,6833089.8,0,0,0,0,0.012566,373000000,1540000000,1,0,6833089.8,0,4.98232,2.4,3.5,1,MYSAUS
2021,MYS,BRN,1486,7.303843225,552205.81,1,1,1,1,0.318198,373000000,14000000,1,0,552205.81,1,5.04417,2.4,2.4,1,MYSBRN
2021,MYS,CHN,3737,8.226038429,33686783,0,0,1,0,0.011856,373000000,17700000000,1,0,33686783,0,5.54678,2.4,6.8,1,MYSCHN
2021,MYS,IDN,1182,7.074963198,7427500.9,1,1,0,0,0.215824,373000000,1190000000,1,0,7427500.9,1,6.48649,2.4,3,1,MYSIDN
2021,MYS,IND,3834,8.251663924,9062269.5,1,0,0,1,0.057822,373000000,3170000000,1,0,9062269.5,1,5.25205,2.4,4.9,1,MYSIND
2021,MYS,JPN,5315,8.578288291,15647020,0,0,0,0,0.000294,373000000,4940000000,1,0,15647020,0,5.55956,2.4,3.3,1,MYSJPN
2021,MYS,KHM,997,6.90475077,602298.21,1,0,0,0,0.011898,373000000,27000000,1,0,602298.21,1,3.81658,2.4,4.4,1,MYSKHM
2021,MYS,LAO,1643,7.404279118,8085.493,1,0,0,0,0.005192,373000000,18800000,1,0,8085.493,1,4.04826,2.4,3.2,1,MYSLAO
2021,MYS,MMR,1628,7.395107547,667516.99,1,0,0,1,0.018484,373000000,65100000,1,0,667516.99,1,2.71963,2.4,2.6,1,MYSMMR
2021,MYS,MYS,216,5.375278408,654004,1,0,0,0,0.245016,373000000,373000000,0,1,654004,1,0,0,0,0,MYSMYS
2021,MYS,PHL,2469,7.811568489,4387016.4,1,0,0,0,0.045322,373000000,394000000,1,0,4387016.4,1,6.29036,2.4,4,1,MYSPHL
2021,MYS,SGP,316,5.755742214,32973807,1,0,1,1,0.087636,373000000,397000000,1,0,32973807,1,5.60563,2.4,2.6,1,MYSSGP
2021,MYS,THA,1177,7.070724107,13471470,1,1,0,0,0.019406,373000000,506000000,1,0,13471470,1,6.09464,2.4,2.1,1,MYSTHA
2021,MYS,USA,15128,9.62430261,23134266,0,0,0,0,0.018456,373000000,23000000000,0,0,23134266,0,5.6879,2.4,4.1,1,MYSUSA
2021,MYS,VNM,1005,6.91274282,8379234.8,1,0,0,0,0.00606,373000000,363000000,1,0,8379234.8,1,5.94921,2.4,5,1,MYSVNM
2021,PHL,ARE,6913,8.841158976,399663.38,0,0,0,0,0.044285,394000000,41500000,0,0,399663.38,0,6.67841,4,3.4,1,PHLARE
2021,PHL,AUS,6321,8.751632702,370816.94,0,0,1,0,0.257952,394000000,1540000000,1,0,370816.94,0,6.32758,4,3.5,1,PHLAUS
2021,PHL,BRN,1257,7.136483209,5256.234,1,0,0,0,0.054936,394000000,14000000,1,0,5256.234,1,2.9208,4,2.4,1,PHLBRN
2021,PHL,CHN,1841,7.518064181,9810313.1,0,0,0,0,0.001032,394000000,17700000000,1,0,9810313.1,0,5.90655,4,6.8,1,PHLCHN
2021,PHL,IDN,2782,7.930925372,828987.67,1,0,0,0,0.043193,394000000,1190000000,1,0,828987.67,1,6.76465,4,3,1,PHLIDN
2021,PHL,IND,4760,8.468002947,500150.4,1,0,1,0,0.016339,394000000,3170000000,1,0,500150.4,1,5.96033,4,4.9,1,PHLIND
2021,PHL,JPN,2990,8.003028666,10643240,0,0,0,0,0.005388,394000000,4940000000,1,0,10643240,0,5.69524,4,3.3,1,PHLJPN
2021,PHL,KHM,1774,7.480992163,26159.939,1,0,0,0,0.001911,394000000,27000000,1,0,26159.939,1,9.92377,4,4.4,1,PHLKHM
2021,PHL,LAO,1999,7.600402335,1089.472,1,0,0,0,0.007234,394000000,18800000,1,0,1089.472,1,5.53525,4,3.2,1,PHLLAO
2021,PHL,MMR,2670,7.889833751,54968.873,1,0,0,0,0.010333,394000000,65100000,1,0,54968.873,1,11.3283,4,2.6,1,PHLMMR
2021,PHL,MYS,2469,7.811568489,1824221.1,1,0,0,0,0.045322,394000000,373000000,1,0,1824221.1,1,5.94991,4,2.4,1,PHLMYS
2021,PHL,PHL,206,5.327876169,0,1,0,0,0,0.710574,394000000,394000000,0,1,0,1,0,0,0,0,PHLPHL
2021,PHL,SGP,2391,7.779466967,3830526,1,0,1,0,0.047997,394000000,397000000,1,0,3830526,1,5.42936,4,2.6,1,PHLSGP
2021,PHL,THA,2210,7.700747795,2972169.6,1,0,0,0,0.005117,394000000,506000000,1,0,2972169.6,1,6.11156,4,2.1,1,PHLTHA
2021,PHL,USA,13689,9.52434787,11573552,0,0,1,0,0.269212,394000000,23000000000,0,0,11573552,0,6.13887,4,4.1,1,PHLUSA
2021,PHL,VNM,1612,7.385230923,1269635.6,1,0,0,0,0.033305,394000000,363000000,1,0,1269635.6,1,6.97016,4,5,1,PHLVNM
2021,SGP,ARE,5842,8.672828483,3543990.6,0,0,0,1,0.165392,397000000,41500000,1,0,3543990.6,0,0.355078,2.6,3.4,1,SGPARE
2021,SGP,AUS,6047,8.70731756,11294602,0,0,1,0,0.02037,397000000,1540000000,1,0,11294602,0,0.159181,2.6,3.5,1,SGPAUS
2021,SGP,BRN,1298,7.168579897,1114819.9,1,0,0,1,0.113498,397000000,14000000,1,0,1114819.9,1,0,2.6,2.4,1,SGPBRN
2021,SGP,CHN,3797,8.24196656,46604550,0,0,1,0,0.004176,397000000,17700000000,1,0,46604550,0,0.101183,2.6,6.8,1,SGPCHN
2021,SGP,IDN,894,6.795705775,26577770,1,0,0,0,0.078033,397000000,1190000000,1,0,26577770,1,0.135525,2.6,3,1,SGPIDN
2021,SGP,IND,4145,8.329658068,11277599,1,0,1,1,0.021081,397000000,3170000000,1,0,11277599,1,0.138853,2.6,4.9,1,SGPIND
2021,SGP,JPN,5310,8.577347114,17600010,0,0,0,0,0.000516,397000000,4940000000,1,0,17600010,0,0.115171,2.6,3.3,1,SGPJPN
2021,SGP,KHM,1142,7.04053639,1131726.2,1,0,0,0,0.004249,397000000,27000000,1,0,1131726.2,1,0.732114,2.6,4.4,1,SGPKHM
2021,SGP,LAO,1850,7.522940918,53362.53,1,0,0,0,0.002168,397000000,18800000,1,0,53362.53,1,0,2.6,3.2,1,SGPLAO
2021,SGP,MMR,1912,7.555905094,3149786.6,1,0,0,1,0.007519,397000000,65100000,1,0,3149786.6,1,0.602291,2.6,2.6,1,SGPMMR
2021,SGP,MYS,316,5.755742214,39459027,1,0,1,1,0.087636,397000000,373000000,1,0,39459027,1,0.104693,2.6,2.4,1,SGPMYS
2021,SGP,PHL,2391,7.779466967,8496955.8,1,0,1,0,0.047997,397000000,394000000,1,0,8496955.8,1,0.270963,2.6,4,1,SGPPHL
2021,SGP,SGP,10,2.302585093,0,1,0,0,0,0.033161,397000000,397000000,0,1,0,1,0,0,0,0,SGPSGP
2021,SGP,THA,1423,7.260522598,14712325,1,0,0,0,0.007026,397000000,506000000,1,0,14712325,1,0.150964,2.6,2.1,1,SGPTHA
2021,SGP,USA,15347,9.638675294,34372646,0,0,1,0,0.026828,397000000,23000000000,1,0,34372646,0,0.102727,2.6,4.1,1,SGPUSA
2021,SGP,VNM,1092,6.995766156,12957144,1,0,0,0,0.003625,397000000,363000000,1,0,12957144,1,0.18656,2.6,5,1,SGPVNM
2021,THA,ARE,4891,8.495152061,2304916.7,0,0,0,0,0.037033,506000000,1540000000,0,0,2304916.7,0,13.6938,2.1,3.4,1,THAARE
2021,THA,AUS,7352,8.902727664,8723241.8,0,0,0,0,0.001732,506000000,1540000000,1,0,8723241.8,0,13.8743,2.1,3.5,1,THAAUS
2021,THA,BRN,1857,7.526717561,111892.5,1,0,0,0,0.025188,506000000,14000000,1,0,111892.5,1,12.4297,2.1,2.4,1,THABRN
2021,THA,CHN,2887,7.96797318,27984321,1,0,0,0,0.000936,506000000,17700000000,1,0,27984321,1,11.5656,2.1,6.8,1,THACHN
2021,THA,IDN,2312,7.74586823,8466706.7,1,0,0,0,0.01713,506000000,1190000000,1,0,8466706.7,1,13.1704,2.1,3,1,THAIDN
2021,THA,IND,2922,7.980023592,7042038.9,1,0,0,0,0.004598,506000000,3170000000,1,0,7042038.9,1,11.5582,2.1,4.9,1,THAIND
2021,THA,JPN,4604,8.43468077,23073210,0,0,0,0,0.000042,506000000,4940000000,1,0,23073210,0,11.2598,2.1,3.3,1,THAJPN
2021,THA,KHM,533,6.278521424,6374342.5,1,1,0,0,0.000942,506000000,27000000,1,0,6374342.5,1,16.5721,2.1,4.4,1,THAKHM
2021,THA,LAO,520,6.253828812,3716027,1,1,0,0,0.000426,506000000,18800000,1,0,3716027,1,13.9938,2.1,3.2,1,THALAO
2021,THA,MMR,580,6.363028104,4171221,1,1,0,0,0.001504,506000000,65100000,1,0,4171221,1,15.232,2.1,2.6,1,THAMMR
2021,THA,MYS,1177,7.070724107,10015161,1,1,0,0,0.019406,506000000,373000000,1,0,10015161,1,11.219,2.1,2.4,1,THAMYS
2021,THA,PHL,2210,7.700747795,6468642,1,0,0,0,0.005117,506000000,394000000,1,0,6468642,1,13.5555,2.1,4,1,THAPHL
2021,THA,SGP,1423,7.260522598,6780217.6,1,0,0,0,0.007026,506000000,397000000,1,0,6780217.6,1,11.0997,2.1,2.6,1,THASGP
2021,THA,THA,269,5.59471138,786,1,0,0,0,0.001541,506000000,506000000,0,1,786,1,0,0,0,0,THATHA
2021,THA,USA,13951,9.543306469,29719000,0,0,0,0,0.002384,506000000,23000000000,0,0,29719000,0,11.5228,2.1,2.1,1,THAUSA
2021,THA,VNM,745,6.613384218,11606818,1,0,0,0,0.00055,506000000,363000000,1,0,11606818,1,13.7301,2.1,4.1,1,THAVNM
2021,USA,ARE,11024,9.307829993,19744988,0,0,0,0,0.0101,23000000000,1540000000,0,0,19744988,0,4.08618,4.1,3.4,1,USAARE
2021,USA,AUS,16672,9.721485945,25785595,0,0,1,0,0.191276,23000000000,1540000000,1,0,25785595,0,3.4055,4.1,3.5,1,USAAUS
2021,USA,BRN,14867,9.606899271,285066.76,0,0,0,0,0.019532,23000000000,14000000,0,0,285066.76,0,7.85317,4.1,2.4,1,USABRN
2021,USA,CHN,11883,9.382864086,106600000,0,0,0,0,0.000192,23000000000,17700000000,0,0,106600000,0,3.61382,4.1,6.8,1,USACHN
2021,USA,IDN,16181,9.691592993,7754958.2,0,0,0,0,0.0325,23000000000,1190000000,0,0,7754958.2,0,4.30424,4.1,3,1,USAIDN
2021,USA,IND,11771,9.373394158,32900420,0,0,1,0,0.009624,23000000000,3170000000,0,0,32900420,0,3.91174,4.1,4.9,1,USAIND
2021,USA,JPN,10872,9.293945956,74637139,0,0,0,0,0.005724,23000000000,4940000000,0,0,74637139,0,3.71449,4.1,3.3,1,USAJPN
2021,USA,KHM,14215,9.562053024,513421.99,0,0,0,0,0.000928,23000000000,27000000,0,0,513421.99,0,5.92103,4.1,4.4,1,USAKHM
2021,USA,LAO,13498,9.510296805,16847.387,0,0,0,0,0.003352,23000000000,18800000,0,0,16847.387,0,7.01691,4.1,3.2,1,USALAO
2021,USA,MMR,13556,9.514584533,344988.4,0,0,0,0,0.01694,23000000000,65100000,0,0,344988.4,0,6.17371,4.1,2.6,1,USAMMR
2021,USA,MYS,15128,9.62430261,13116838,0,0,0,0,0.018456,23000000000,373000000,0,0,13116838,0,3.15787,4.1,2.4,1,USAMYS
2021,USA,PHL,13689,9.52434787,8657760.9,0,0,1,0,0.269212,23000000000,394000000,0,0,8657760.9,0,4.28441,4.1,4,1,USAPHL
2021,USA,SGP,15347,9.638675294,31481620,0,0,1,0,0.026828,23000000000,397000000,1,0,31481620,0,3.11616,4.1,2.6,1,USASGP
2021,USA,THA,13951,9.543306469,13297114,0,0,0,0,0.002384,23000000000,506000000,0,0,13297114,0,4.00559,4.1,2.1,1,USATHA
2021,USA,USA,1179,7.072421901,98900,0,0,0,0,0.28016,23000000000,23000000000,0,1,98900,0,0,0,0,0,USAUSA
2021,USA,VNM,14306,9.568434309,10881011,0,0,0,0,0.012652,23000000000,363000000,0,0,10881011,0,3.77886,4.1,5,1,USAVNM
2021,VNM,ARE,5634,8.636574948,4785303.3,0,0,0,0,0.009652,363000000,1540000000,0,0,4785303.3,0,10.3504,5,3.4,1,VNMARE
2021,VNM,AUS,6694,8.808966882,3495325.1,0,0,0,0,0.012034,363000000,1540000000,1,0,3495325.1,0,9.70395,5,3.5,1,VNMAUS
2021,VNM,BRN,1116,7.017506143,66627.595,1,0,0,0,0.00769,363000000,14000000,1,0,66627.595,1,4.80263,5,2.4,1,VNMBRN
2021,VNM,CHN,2732,7.912789221,41434238,0,1,0,0,0.00024,363000000,17700000000,1,0,41434238,0,9.44922,5,6.8,1,VNMCHN
2021,VNM,IDN,1876,7.53689713,3369982.8,1,0,0,0,0.005489,363000000,1190000000,1,0,3369982.8,1,11.0429,5,3,1,VNMIDN
2021,VNM,IND,3652,8.203030242,6675949,1,0,0,0,0.001689,363000000,3170000000,1,0,6675949,1,8.56778,5,4.9,1,VNMIND
2021,VNM,JPN,4327,8.37262974,20416285,0,0,0,0,0.000252,363000000,4940000000,1,0,20416285,0,9.14767,5,3.3,1,VNMJPN
2021,VNM,KHM,211,5.351858133,4311011.8,1,1,0,0,0.000281,363000000,27000000,1,0,4311011.8,1,15.7786,5,4.4,1,VNMKHM
2021,VNM,LAO,911,6.814542897,702545.45,1,1,0,0,0.000416,363000000,18800000,1,0,702545.45,1,14.6273,5,3.2,1,VNMLAO
2021,VNM,MMR,1319,7.184629153,721494.34,1,0,0,0,0.000775,363000000,65100000,1,0,721494.34,1,14.6602,5,2.6,1,VNMMMR
2021,VNM,MYS,1005,6.91274282,3789343.1,1,0,0,0,0.00606,363000000,373000000,1,0,3789343.1,1,9.43476,5,2.4,1,VNMMYS
2021,VNM,PHL,1612,7.385230923,3734029.2,1,0,0,0,0.033305,363000000,394000000,1,0,3734029.2,1,11.0399,5,4,1,VNMPHL
2021,VNM,SGP,1092,6.995766156,3174305,1,0,0,0,0.003625,363000000,397000000,1,0,3174305,1,8.30255,5,2.6,1,VNMSGP
2021,VNM,THA,745,6.613384218,5050168.7,1,0,0,0,0.00055,363000000,506000000,1,0,5050168.7,1,10.3564,5,2.1,1,VNMTHA
2021,VNM,USA,14306,9.568434309,61403924,0,0,0,0,0.012652,363000000,23000000000,0,0,61403924,0,9.04097,5,4.1,1,VNMUSA
2021,VNM,VNM,216,5.375278408,0,1,0,0,0,0.001625,363000000,363000000,0,1,0,1,0,0,0,0,VNMVNM
